#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CEP55	PBK	9606.ENSP00000360540	9606.ENSP00000428489	0	0	0	0	0.842	0	0	0	0.842
CEP55	KIF20A	9606.ENSP00000360540	9606.ENSP00000378356	0	0	0	0	0.833	0.053	0	0	0.835
CH25H	FA2H	9606.ENSP00000360918	9606.ENSP00000219368	0	0	0	0	0.540	0.166	0	0	0.599
CH25H	IDI2	9606.ENSP00000360918	9606.ENSP00000277517	0.084	0	0	0	0.401	0	0	0	0.427
CH25H	CYP8B1	9606.ENSP00000360918	9606.ENSP00000318867	0	0	0	0	0.388	0.414	0.099	0	0.648
CHAC2	GGT6	9606.ENSP00000295304	9606.ENSP00000370962	0	0	0	0	0.055	0	0.900	0	0.901
CIDEA	PLIN1	9606.ENSP00000320209	9606.ENSP00000300055	0	0	0	0	0.478	0	0	0	0.478
CIDEA	SERPINA12	9606.ENSP00000320209	9606.ENSP00000342109	0	0	0	0	0.055	0.428	0	0	0.436
CIDEA	TRARG1	9606.ENSP00000320209	9606.ENSP00000329548	0	0	0	0	0.422	0.046	0	0	0.425
CIDEA	CIDEC	9606.ENSP00000320209	9606.ENSP00000373328	0	0	0	0.909	0.378	0.301	0.900	0	0.952
CIDEC	PLIN1	9606.ENSP00000373328	9606.ENSP00000300055	0	0	0	0	0.766	0	0	0	0.766
CIDEC	MRAP	9606.ENSP00000373328	9606.ENSP00000382684	0	0	0	0	0.413	0	0	0	0.413
CKAP2L	OIP5	9606.ENSP00000305204	9606.ENSP00000220514	0	0	0	0	0.400	0	0	0	0.400
CKAP2L	MND1	9606.ENSP00000305204	9606.ENSP00000240488	0	0	0	0	0.517	0	0	0	0.517
CKAP2L	DLGAP5	9606.ENSP00000305204	9606.ENSP00000247191	0	0	0	0	0.733	0	0	0	0.733
CKAP2L	NCAPG	9606.ENSP00000305204	9606.ENSP00000251496	0	0	0	0	0.771	0	0	0	0.771
CKAP2L	NDC80	9606.ENSP00000305204	9606.ENSP00000261597	0	0	0	0	0.465	0	0	0	0.465
CKAP2L	KIF18A	9606.ENSP00000305204	9606.ENSP00000263181	0	0	0	0	0.679	0	0	0	0.679
CKAP2L	DEPDC1B	9606.ENSP00000305204	9606.ENSP00000265036	0	0	0	0	0.645	0	0	0	0.645
CKAP2L	SPC25	9606.ENSP00000305204	9606.ENSP00000282074	0	0	0	0	0.425	0	0	0	0.424
CKAP2L	MELK	9606.ENSP00000305204	9606.ENSP00000298048	0	0	0	0	0.766	0	0	0	0.766
CKAP2L	E2F7	9606.ENSP00000305204	9606.ENSP00000323246	0	0	0	0	0.473	0	0	0	0.473
CKAP2L	ESCO2	9606.ENSP00000305204	9606.ENSP00000306999	0	0	0	0	0.468	0	0	0	0.468
CKAP2L	UBE2T	9606.ENSP00000305204	9606.ENSP00000494957	0	0	0	0	0.478	0	0	0	0.478
CKAP2L	EXO1	9606.ENSP00000305204	9606.ENSP00000355506	0	0	0	0	0.429	0	0	0	0.428
CKAP2L	MKI67	9606.ENSP00000305204	9606.ENSP00000357643	0	0	0	0	0.523	0	0	0	0.523
CKAP2L	SHCBP1	9606.ENSP00000305204	9606.ENSP00000306473	0	0	0	0	0.527	0	0	0	0.527
CKAP2L	NEK2	9606.ENSP00000305204	9606.ENSP00000355966	0	0	0	0	0.540	0	0	0	0.540
CKAP2L	TTK	9606.ENSP00000305204	9606.ENSP00000358813	0	0	0	0	0.426	0	0	0	0.426
CKAP2L	DEPDC1	9606.ENSP00000305204	9606.ENSP00000412292	0	0	0	0	0.507	0	0	0	0.507
CKAP2L	KIF15	9606.ENSP00000305204	9606.ENSP00000324020	0	0	0	0	0.535	0	0	0	0.535
CKAP2L	NUSAP1	9606.ENSP00000305204	9606.ENSP00000499238	0	0	0	0	0.631	0	0	0	0.631
CKAP2L	PBK	9606.ENSP00000305204	9606.ENSP00000428489	0	0	0	0	0.767	0	0	0	0.767
CKAP2L	SKA3	9606.ENSP00000305204	9606.ENSP00000319417	0	0	0	0	0.764	0	0	0	0.764
CKAP2L	KIF2C	9606.ENSP00000305204	9606.ENSP00000361298	0	0	0	0	0.689	0	0	0	0.689
CKAP2L	HMMR	9606.ENSP00000305204	9606.ENSP00000377492	0	0	0	0	0.768	0	0	0	0.768
CKAP2L	TOP2A	9606.ENSP00000305204	9606.ENSP00000411532	0	0	0	0	0.766	0	0	0	0.766
CKAP2L	KIF20A	9606.ENSP00000305204	9606.ENSP00000378356	0	0	0	0	0.769	0	0	0	0.769
CKAP2L	KIF4A	9606.ENSP00000305204	9606.ENSP00000363524	0	0	0	0	0.763	0	0	0	0.763
CKAP2L	HJURP	9606.ENSP00000305204	9606.ENSP00000414109	0	0	0	0	0.781	0	0	0	0.781
CKM	HRC	9606.ENSP00000221476	9606.ENSP00000252825	0	0	0	0	0.465	0	0	0	0.465
CKM	SMPX	9606.ENSP00000221476	9606.ENSP00000368808	0	0	0	0	0.516	0	0	0	0.516
CKM	NEB	9606.ENSP00000221476	9606.ENSP00000484342	0	0	0	0	0.495	0	0	0	0.495
CKM	LMOD2	9606.ENSP00000221476	9606.ENSP00000411932	0	0	0	0	0.567	0	0	0	0.567
CKM	PGAM2	9606.ENSP00000221476	9606.ENSP00000297283	0	0	0	0	0.444	0.096	0	0	0.476
CKM	TNNT3	9606.ENSP00000221476	9606.ENSP00000370975	0	0	0	0	0.684	0	0	0	0.684
CKM	MB	9606.ENSP00000221476	9606.ENSP00000352835	0	0	0	0	0.658	0.087	0	0	0.675
CKM	CSRP3	9606.ENSP00000221476	9606.ENSP00000431813	0	0	0	0	0.799	0.045	0	0	0.800
CKM	MYH7	9606.ENSP00000221476	9606.ENSP00000347507	0	0	0	0	0.800	0.045	0	0	0.801
CKM	MYLPF	9606.ENSP00000221476	9606.ENSP00000325239	0	0	0	0	0.855	0	0	0	0.855
CKM	MYL2	9606.ENSP00000221476	9606.ENSP00000228841	0	0	0	0	0.879	0	0	0	0.879
CKS2	OIP5	9606.ENSP00000364976	9606.ENSP00000220514	0	0	0	0	0.401	0	0	0	0.401
CKS2	DLGAP5	9606.ENSP00000364976	9606.ENSP00000247191	0	0	0	0	0.586	0	0	0	0.586
CKS2	NCAPG	9606.ENSP00000364976	9606.ENSP00000251496	0	0	0	0	0.497	0	0	0	0.497
CKS2	NDC80	9606.ENSP00000364976	9606.ENSP00000261597	0	0	0	0	0.538	0.067	0	0	0.551
CKS2	SPC25	9606.ENSP00000364976	9606.ENSP00000282074	0	0	0	0	0.404	0	0	0	0.404
CKS2	MELK	9606.ENSP00000364976	9606.ENSP00000298048	0	0	0	0	0.498	0	0	0	0.498
CKS2	RRM2	9606.ENSP00000364976	9606.ENSP00000353770	0	0	0	0	0.502	0	0	0	0.502
CKS2	TTK	9606.ENSP00000364976	9606.ENSP00000358813	0	0	0	0	0.402	0.079	0	0	0.426
CKS2	KIF2C	9606.ENSP00000364976	9606.ENSP00000361298	0	0	0	0	0.448	0	0	0	0.448
CKS2	CNTD2	9606.ENSP00000364976	9606.ENSP00000396755	0	0	0	0	0.210	0.403	0	0	0.508
CKS2	UBE2T	9606.ENSP00000364976	9606.ENSP00000494957	0	0	0	0	0.537	0.045	0	0	0.539
CKS2	KIF20A	9606.ENSP00000364976	9606.ENSP00000378356	0	0	0	0	0.489	0	0	0	0.489
CKS2	PBK	9606.ENSP00000364976	9606.ENSP00000428489	0	0	0	0	0.568	0	0	0	0.568
CKS2	TOP2A	9606.ENSP00000364976	9606.ENSP00000411532	0	0	0	0	0.459	0	0	0	0.459
CKS2	HMMR	9606.ENSP00000364976	9606.ENSP00000377492	0	0	0	0	0.525	0	0	0	0.525
CKS2	NUSAP1	9606.ENSP00000364976	9606.ENSP00000499238	0	0	0	0	0.563	0	0	0	0.563
CLC	RNASE2	9606.ENSP00000221804	9606.ENSP00000303276	0	0	0	0	0.448	0	0	0	0.448
CLC	IGLL5	9606.ENSP00000221804	9606.ENSP00000431254	0	0	0	0	0.109	0.900	0	0	0.907
CLEC17A	IGFBP5	9606.ENSP00000393719	9606.ENSP00000233813	0	0	0	0	0	0.488	0	0	0.487
CLEC17A	TLR10	9606.ENSP00000393719	9606.ENSP00000308925	0	0	0	0	0.465	0.045	0	0	0.468
CLEC4D	CLEC4E	9606.ENSP00000299665	9606.ENSP00000299663	0	0	0	0.852	0.486	0.057	0.900	0	0.947
CLEC4D	TLR8	9606.ENSP00000299665	9606.ENSP00000312082	0	0	0	0	0.415	0.045	0	0	0.418
CLEC4D	GPR84	9606.ENSP00000299665	9606.ENSP00000450310	0	0	0	0	0.468	0	0	0	0.468
CLEC4D	CLEC6A	9606.ENSP00000299665	9606.ENSP00000371505	0	0	0	0.897	0.439	0	0	0	0.439
CLEC4E	TLR8	9606.ENSP00000299663	9606.ENSP00000312082	0	0	0	0	0.440	0.045	0	0	0.442
CLEC4E	CLEC6A	9606.ENSP00000299663	9606.ENSP00000371505	0	0	0	0.872	0.200	0	0.500	0	0.582
CNR2	GPR18	9606.ENSP00000363596	9606.ENSP00000343428	0	0	0	0	0.109	0.324	0.500	0	0.672
CNR2	GPR183	9606.ENSP00000363596	9606.ENSP00000365596	0	0	0	0	0.100	0	0.500	0	0.530
CNTD2	NDC80	9606.ENSP00000396755	9606.ENSP00000261597	0	0	0	0	0.400	0	0	0	0.400
CNTD2	MELK	9606.ENSP00000396755	9606.ENSP00000298048	0	0	0	0	0.357	0.126	0	0	0.413
CNTD2	PBK	9606.ENSP00000396755	9606.ENSP00000428489	0	0	0	0	0.383	0.098	0	0	0.419
CNTD2	TOP2A	9606.ENSP00000396755	9606.ENSP00000411532	0	0	0	0	0.402	0.052	0	0	0.408
CNTD2	PLK5	9606.ENSP00000396755	9606.ENSP00000468376	0	0	0	0	0.385	0.278	0	0	0.537
CNTFR	OSM	9606.ENSP00000368265	9606.ENSP00000215781	0	0	0	0	0	0	0.650	0	0.650
CNTFR	IL2	9606.ENSP00000368265	9606.ENSP00000226730	0	0	0	0	0	0	0.650	0	0.650
CNTFR	IFNG	9606.ENSP00000368265	9606.ENSP00000229135	0	0	0	0	0	0	0.650	0	0.650
CNTFR	IL11	9606.ENSP00000368265	9606.ENSP00000264563	0	0	0	0	0	0	0.650	0	0.650
CNTFR	CSF2	9606.ENSP00000368265	9606.ENSP00000296871	0	0	0	0	0	0	0.650	0	0.650
CNTFR	LEP	9606.ENSP00000368265	9606.ENSP00000312652	0	0	0	0	0.042	0	0.650	0	0.650
CNTFR	IL21	9606.ENSP00000368265	9606.ENSP00000497915	0	0	0	0	0.071	0	0.650	0	0.660
CNTFR	IFNE	9606.ENSP00000368265	9606.ENSP00000418018	0	0	0	0	0.065	0	0.650	0	0.658
CNTFR	IL10	9606.ENSP00000368265	9606.ENSP00000412237	0	0	0	0	0	0	0.650	0	0.650
CNTFR	IL6	9606.ENSP00000368265	9606.ENSP00000385675	0	0	0	0	0.074	0	0.650	0	0.662
COL11A2	COL27A1	9606.ENSP00000363840	9606.ENSP00000348385	0	0	0	0.753	0.056	0	0.400	0	0.409
COL11A2	COL20A1	9606.ENSP00000363840	9606.ENSP00000351767	0	0	0	0.551	0.067	0	0.400	0	0.416
COL11A2	COL19A1	9606.ENSP00000363840	9606.ENSP00000480474	0	0	0	0.684	0.042	0	0.400	0	0.400
COL11A2	COL25A1	9606.ENSP00000363840	9606.ENSP00000382083	0	0	0	0.722	0.042	0	0.400	0	0.400
COL11A2	COL17A1	9606.ENSP00000363840	9606.ENSP00000497653	0	0	0	0.584	0	0	0.400	0	0.400
COL11A2	COL9A3	9606.ENSP00000363840	9606.ENSP00000496793	0	0	0	0.753	0.161	0	0.400	0	0.475
COL11A2	COL2A1	9606.ENSP00000363840	9606.ENSP00000369889	0	0	0	0.818	0.193	0.091	0.720	0	0.776
COL17A1	KRT5	9606.ENSP00000497653	9606.ENSP00000252242	0	0	0	0	0.435	0.095	0	0	0.467
COL17A1	COL27A1	9606.ENSP00000497653	9606.ENSP00000348385	0	0	0	0.581	0.044	0	0.400	0	0.401
COL17A1	COL20A1	9606.ENSP00000497653	9606.ENSP00000351767	0	0	0	0.553	0	0	0.400	0	0.400
COL17A1	COL2A1	9606.ENSP00000497653	9606.ENSP00000369889	0	0	0	0.588	0	0	0.400	0	0.400
COL17A1	SERPINB5	9606.ENSP00000497653	9606.ENSP00000372221	0	0	0	0	0.432	0.051	0	0	0.438
COL17A1	COL25A1	9606.ENSP00000497653	9606.ENSP00000382083	0	0	0	0.650	0	0	0.400	0	0.400
COL17A1	COL19A1	9606.ENSP00000497653	9606.ENSP00000480474	0	0	0	0.621	0	0	0.400	0	0.400
COL17A1	COL9A3	9606.ENSP00000497653	9606.ENSP00000496793	0	0	0	0.647	0.044	0	0.400	0	0.401
COL19A1	COL27A1	9606.ENSP00000480474	9606.ENSP00000348385	0	0	0	0.673	0	0	0.400	0	0.400
COL19A1	COL20A1	9606.ENSP00000480474	9606.ENSP00000351767	0	0	0	0.573	0	0	0.400	0	0.400
COL19A1	COL2A1	9606.ENSP00000480474	9606.ENSP00000369889	0	0	0	0.680	0	0	0.400	0	0.400
COL19A1	COL25A1	9606.ENSP00000480474	9606.ENSP00000382083	0	0	0	0.730	0.048	0	0.400	0	0.404
COL19A1	COL9A3	9606.ENSP00000480474	9606.ENSP00000496793	0	0	0	0.746	0	0	0.400	0	0.400
COL20A1	COL27A1	9606.ENSP00000351767	9606.ENSP00000348385	0	0	0	0.552	0	0	0.400	0	0.400
COL20A1	COL9A3	9606.ENSP00000351767	9606.ENSP00000496793	0	0	0	0.569	0.043	0	0.400	0	0.401
COL20A1	COL2A1	9606.ENSP00000351767	9606.ENSP00000369889	0	0	0	0.551	0	0	0.400	0	0.400
COL20A1	COL25A1	9606.ENSP00000351767	9606.ENSP00000382083	0	0	0	0.570	0.047	0	0.400	0	0.403
COL25A1	COL27A1	9606.ENSP00000382083	9606.ENSP00000348385	0	0	0	0.730	0.045	0	0.400	0	0.402
COL25A1	COL2A1	9606.ENSP00000382083	9606.ENSP00000369889	0	0	0	0.725	0.083	0	0.400	0	0.426
COL25A1	COL9A3	9606.ENSP00000382083	9606.ENSP00000496793	0	0	0	0.692	0	0	0.400	0	0.400
COL27A1	COL9A3	9606.ENSP00000348385	9606.ENSP00000496793	0	0	0	0.753	0.047	0	0.400	0	0.403
COL27A1	COL2A1	9606.ENSP00000348385	9606.ENSP00000369889	0	0	0	0.785	0	0	0.400	0	0.400
COL2A1	ITGB6	9606.ENSP00000369889	9606.ENSP00000283249	0	0	0	0	0	0.051	0.650	0	0.653
COL2A1	HLA-DOB	9606.ENSP00000369889	9606.ENSP00000496848	0	0	0	0	0.047	0.462	0	0	0.465
COL2A1	HLA-DQB2	9606.ENSP00000369889	9606.ENSP00000396330	0	0	0	0	0.047	0.513	0	0	0.516
COL2A1	ITGA4	9606.ENSP00000369889	9606.ENSP00000380227	0	0	0	0	0	0	0.650	0	0.650
COL2A1	COL9A3	9606.ENSP00000369889	9606.ENSP00000496793	0	0	0	0.774	0.140	0	0.400	0	0.462
COL2A1	SDC1	9606.ENSP00000369889	9606.ENSP00000370542	0	0	0	0	0	0	0.650	0	0.650
COL2A1	HLA-DRA	9606.ENSP00000369889	9606.ENSP00000378786	0	0	0	0	0	0.797	0	0	0.797
COL9A3	MMP13	9606.ENSP00000496793	9606.ENSP00000260302	0	0	0	0	0.074	0.050	0.400	0	0.426
COL9A3	ITGB6	9606.ENSP00000496793	9606.ENSP00000283249	0	0	0	0	0.055	0.051	0.650	0	0.658
COL9A3	MMP3	9606.ENSP00000496793	9606.ENSP00000299855	0	0	0	0	0.074	0.050	0.400	0	0.426
COL9A3	SDC1	9606.ENSP00000496793	9606.ENSP00000370542	0	0	0	0	0.042	0	0.650	0	0.650
COL9A3	SPP1	9606.ENSP00000496793	9606.ENSP00000378517	0	0	0	0	0.064	0	0.400	0	0.414
COL9A3	ITGA4	9606.ENSP00000496793	9606.ENSP00000380227	0	0	0	0	0	0	0.650	0	0.650
CR1	FCN2	9606.ENSP00000356016	9606.ENSP00000291744	0	0	0	0	0.066	0.437	0	0	0.453
CR1	TLR8	9606.ENSP00000356016	9606.ENSP00000312082	0	0	0	0	0.425	0.045	0	0	0.427
CR2	MS4A1	9606.ENSP00000356024	9606.ENSP00000433277	0	0	0	0	0.561	0	0	0	0.561
CRTAM	GPR171	9606.ENSP00000227348	9606.ENSP00000308479	0	0	0	0	0.427	0	0	0	0.427
CRTAM	XCL2	9606.ENSP00000227348	9606.ENSP00000356793	0	0	0	0	0.402	0	0	0	0.402
CRTAM	XCL1	9606.ENSP00000227348	9606.ENSP00000356792	0	0	0	0	0.456	0	0	0	0.456
CSF2	IL2	9606.ENSP00000296871	9606.ENSP00000226730	0	0	0	0	0.167	0	0.400	0	0.479
CSF2	IL1A	9606.ENSP00000296871	9606.ENSP00000263339	0	0	0	0	0.523	0	0.400	0	0.701
CSF2	IL1B	9606.ENSP00000296871	9606.ENSP00000263341	0	0	0	0	0.310	0	0.400	0	0.568
CSF2	IL22RA2	9606.ENSP00000296871	9606.ENSP00000296980	0	0	0	0	0.047	0	0.650	0	0.652
CSF2	IL2RG	9606.ENSP00000296871	9606.ENSP00000363318	0	0	0	0	0	0	0.650	0	0.650
CSF2	IL21R	9606.ENSP00000296871	9606.ENSP00000338010	0	0	0	0	0.048	0	0.650	0	0.652
CSF2	IL7R	9606.ENSP00000296871	9606.ENSP00000306157	0	0	0	0	0.065	0	0.650	0	0.658
CSF2	IL2RA	9606.ENSP00000296871	9606.ENSP00000369293	0	0	0	0	0.084	0	0.650	0	0.665
CSF2	IGLL5	9606.ENSP00000296871	9606.ENSP00000431254	0	0	0	0	0	0.900	0	0	0.900
CSF2	CXCL10	9606.ENSP00000296871	9606.ENSP00000305651	0	0	0	0	0.089	0	0.400	0	0.430
CSF2	CXCL1	9606.ENSP00000296871	9606.ENSP00000379110	0	0	0	0	0.184	0	0.400	0	0.489
CSF2	IL10	9606.ENSP00000296871	9606.ENSP00000412237	0	0	0	0	0.096	0	0.400	0	0.434
CSF2	TNF	9606.ENSP00000296871	9606.ENSP00000398698	0	0	0	0	0.369	0	0.400	0	0.605
CSF2	CXCL8	9606.ENSP00000296871	9606.ENSP00000306512	0	0	0	0	0.277	0	0.400	0	0.548
CSF2	IL6	9606.ENSP00000296871	9606.ENSP00000385675	0	0	0	0	0.284	0	0.400	0	0.552
CSPG4	SDC1	9606.ENSP00000312506	9606.ENSP00000370542	0	0	0	0	0.080	0	0.500	0	0.520
CSRP3	MYL2	9606.ENSP00000431813	9606.ENSP00000228841	0	0	0	0	0.798	0	0	0	0.798
CSRP3	MYLPF	9606.ENSP00000431813	9606.ENSP00000325239	0	0	0	0	0.772	0	0	0	0.772
CSRP3	MYH7	9606.ENSP00000431813	9606.ENSP00000347507	0	0	0	0	0.793	0	0	0	0.793
CSRP3	MB	9606.ENSP00000431813	9606.ENSP00000352835	0	0	0	0	0.603	0	0	0	0.603
CSRP3	HSPB7	9606.ENSP00000431813	9606.ENSP00000364870	0	0	0	0	0.405	0.045	0	0	0.408
CSRP3	SMPX	9606.ENSP00000431813	9606.ENSP00000368808	0	0	0	0	0.791	0	0	0	0.791
CSRP3	TNNT3	9606.ENSP00000431813	9606.ENSP00000370975	0	0	0	0	0.536	0	0	0	0.536
CSRP3	LMOD2	9606.ENSP00000431813	9606.ENSP00000411932	0	0	0	0	0.801	0	0	0	0.801
CSRP3	NEB	9606.ENSP00000431813	9606.ENSP00000484342	0	0	0	0	0.421	0	0	0	0.421
CST7	GZMB	9606.ENSP00000420384	9606.ENSP00000216341	0	0	0	0	0.471	0	0	0	0.471
CST7	GZMA	9606.ENSP00000420384	9606.ENSP00000274306	0	0	0	0	0.511	0	0	0	0.511
CTLA4	SIRPG	9606.ENSP00000497102	9606.ENSP00000305529	0	0	0	0	0.267	0.273	0	0	0.444
CTLA4	ICOS	9606.ENSP00000497102	9606.ENSP00000319476	0	0	0	0	0.798	0	0	0	0.798
CTLA4	CXCR6	9606.ENSP00000497102	9606.ENSP00000395704	0	0	0	0	0.402	0	0	0	0.402
CXCL1	CXCL6	9606.ENSP00000379110	9606.ENSP00000226317	0	0	0	0.889	0.773	0.994	0.400	0	0.999
CXCL1	IL1A	9606.ENSP00000379110	9606.ENSP00000263339	0	0	0	0	0.301	0	0.400	0	0.563
CXCL1	IL1B	9606.ENSP00000379110	9606.ENSP00000263341	0	0	0	0	0.557	0	0.400	0	0.723
CXCL1	CXCL13	9606.ENSP00000379110	9606.ENSP00000286758	0	0	0	0	0.081	0	0.500	0	0.521
CXCL1	CXCL3	9606.ENSP00000379110	9606.ENSP00000296026	0	0	0	0.978	0.770	0.610	0.900	0	0.990
CXCL1	PF4	9606.ENSP00000379110	9606.ENSP00000296029	0	0	0	0.885	0.067	0	0.400	0	0.416
CXCL1	CXCL10	9606.ENSP00000379110	9606.ENSP00000305651	0	0	0	0	0.170	0	0.500	0	0.567
CXCL1	CXCL8	9606.ENSP00000379110	9606.ENSP00000306512	0	0	0	0.873	0.804	0	0.400	0	0.877
CXCL1	CXCL11	9606.ENSP00000379110	9606.ENSP00000306884	0	0	0	0	0.110	0	0.500	0	0.536
CXCL1	CXCL9	9606.ENSP00000379110	9606.ENSP00000354901	0	0	0	0.829	0.092	0	0.500	0	0.526
CXCL1	CXCR3	9606.ENSP00000379110	9606.ENSP00000362795	0	0	0	0	0	0	0.650	0	0.650
CXCL1	IGLL5	9606.ENSP00000379110	9606.ENSP00000431254	0	0	0	0	0	0.439	0	0	0.439
CXCL1	CXCR6	9606.ENSP00000379110	9606.ENSP00000395704	0	0	0	0	0.044	0	0.650	0	0.651
CXCL1	IL10	9606.ENSP00000379110	9606.ENSP00000412237	0	0	0	0	0.115	0	0.400	0	0.446
CXCL1	TNF	9606.ENSP00000379110	9606.ENSP00000398698	0	0	0	0	0.223	0	0.400	0	0.514
CXCL1	IL6	9606.ENSP00000379110	9606.ENSP00000385675	0	0	0	0	0.582	0	0.400	0	0.738
CXCL1	CXCR4	9606.ENSP00000379110	9606.ENSP00000386884	0	0	0	0	0.090	0	0.650	0	0.668
CXCL10	CXCL6	9606.ENSP00000305651	9606.ENSP00000226317	0	0	0	0.786	0.106	0.994	0.500	0	0.997
CXCL10	IL1A	9606.ENSP00000305651	9606.ENSP00000263339	0	0	0	0	0.146	0	0.400	0	0.465
CXCL10	IL1B	9606.ENSP00000305651	9606.ENSP00000263341	0	0	0	0	0.229	0	0.400	0	0.518
CXCL10	CXCL13	9606.ENSP00000305651	9606.ENSP00000286758	0	0	0	0	0.201	0	0.900	0	0.916
CXCL10	CXCL3	9606.ENSP00000305651	9606.ENSP00000296026	0	0	0	0	0.156	0	0.500	0	0.560
CXCL10	PF4	9606.ENSP00000305651	9606.ENSP00000296029	0	0	0	0	0.042	0.994	0.900	0	0.999
CXCL10	UBD	9606.ENSP00000305651	9606.ENSP00000366249	0	0	0	0	0.652	0	0	0	0.652
CXCL10	GBP5	9606.ENSP00000305651	9606.ENSP00000359488	0	0	0	0	0.557	0	0	0	0.557
CXCL10	IDO1	9606.ENSP00000305651	9606.ENSP00000430950	0	0	0	0	0.527	0	0	0	0.527
CXCL10	GBP1	9606.ENSP00000305651	9606.ENSP00000359504	0	0	0	0	0.760	0	0	0	0.760
CXCL10	IL6	9606.ENSP00000305651	9606.ENSP00000385675	0	0	0	0	0.203	0	0.400	0	0.501
CXCL10	IL10	9606.ENSP00000305651	9606.ENSP00000412237	0	0	0	0	0.225	0	0.400	0	0.515
CXCL10	TNF	9606.ENSP00000305651	9606.ENSP00000398698	0	0	0	0	0.265	0	0.400	0	0.540
CXCL10	CXCR6	9606.ENSP00000305651	9606.ENSP00000395704	0	0	0	0	0.109	0	0.650	0	0.674
CXCL10	CXCL8	9606.ENSP00000305651	9606.ENSP00000306512	0	0	0	0	0.124	0	0.500	0	0.543
CXCL10	CXCR4	9606.ENSP00000305651	9606.ENSP00000386884	0	0	0	0	0.053	0	0.650	0	0.654
CXCL10	XCL1	9606.ENSP00000305651	9606.ENSP00000356792	0	0	0	0	0.190	0.994	0	0	0.994
CXCL10	CXCR3	9606.ENSP00000305651	9606.ENSP00000362795	0	0	0	0	0.072	0.510	0.900	0	0.950
CXCL10	CXCL9	9606.ENSP00000305651	9606.ENSP00000354901	0	0	0	0.856	0.836	0.994	0.900	0	0.999
CXCL10	CXCL11	9606.ENSP00000305651	9606.ENSP00000306884	0	0	0	0.811	0.824	0.994	0.900	0	0.999
CXCL11	CXCL6	9606.ENSP00000306884	9606.ENSP00000226317	0	0	0	0	0.123	0	0.500	0	0.542
CXCL11	TNFAIP6	9606.ENSP00000306884	9606.ENSP00000243347	0	0	0	0	0.142	0.622	0	0	0.661
CXCL11	CXCL13	9606.ENSP00000306884	9606.ENSP00000286758	0	0	0	0	0.262	0	0.900	0	0.923
CXCL11	CXCL3	9606.ENSP00000306884	9606.ENSP00000296026	0	0	0	0	0.146	0	0.500	0	0.555
CXCL11	PF4	9606.ENSP00000306884	9606.ENSP00000296029	0	0	0	0	0.044	0.994	0.900	0	0.999
CXCL11	CXCL8	9606.ENSP00000306884	9606.ENSP00000306512	0	0	0	0	0.083	0	0.500	0	0.521
CXCL11	UBD	9606.ENSP00000306884	9606.ENSP00000366249	0	0	0	0	0.533	0	0	0	0.533
CXCL11	GBP5	9606.ENSP00000306884	9606.ENSP00000359488	0	0	0	0	0.485	0	0	0	0.485
CXCL11	GBP1	9606.ENSP00000306884	9606.ENSP00000359504	0	0	0	0	0.464	0	0	0	0.464
CXCL11	IDO1	9606.ENSP00000306884	9606.ENSP00000430950	0	0	0	0	0.627	0	0	0	0.627
CXCL11	CXCR6	9606.ENSP00000306884	9606.ENSP00000395704	0	0	0	0	0.109	0	0.650	0	0.674
CXCL11	CXCR4	9606.ENSP00000306884	9606.ENSP00000386884	0	0	0	0	0.094	0	0.650	0	0.669
CXCL11	XCL1	9606.ENSP00000306884	9606.ENSP00000356792	0	0	0	0	0.134	0.994	0	0	0.994
CXCL11	CXCL9	9606.ENSP00000306884	9606.ENSP00000354901	0	0	0	0.840	0.787	0.994	0.900	0	0.999
CXCL11	CXCR3	9606.ENSP00000306884	9606.ENSP00000362795	0	0	0	0	0.064	0.510	0.900	0	0.950
CXCL13	CXCL6	9606.ENSP00000286758	9606.ENSP00000226317	0	0	0	0	0.139	0	0.500	0	0.551
CXCL13	CXCL8	9606.ENSP00000286758	9606.ENSP00000306512	0	0	0	0.797	0.049	0	0.500	0	0.504
CXCL13	CXCL3	9606.ENSP00000286758	9606.ENSP00000296026	0	0	0	0	0.074	0	0.500	0	0.517
CXCL13	CXCR6	9606.ENSP00000286758	9606.ENSP00000395704	0	0	0	0	0.180	0	0.650	0	0.700
CXCL13	PF4	9606.ENSP00000286758	9606.ENSP00000296029	0	0	0	0	0	0	0.900	0	0.900
CXCL13	CXCL9	9606.ENSP00000286758	9606.ENSP00000354901	0	0	0	0	0.435	0	0.900	0	0.941
CXCL13	CXCR3	9606.ENSP00000286758	9606.ENSP00000362795	0	0	0	0	0.078	0.292	0.900	0	0.929
CXCL13	CXCR4	9606.ENSP00000286758	9606.ENSP00000386884	0	0	0	0	0.116	0	0.650	0	0.677
CXCL3	CXCL6	9606.ENSP00000296026	9606.ENSP00000226317	0	0	0	0.880	0.260	0.994	0.400	0	0.997
CXCL3	IGLL5	9606.ENSP00000296026	9606.ENSP00000431254	0	0	0	0	0	0.439	0	0	0.439
CXCL3	PF4	9606.ENSP00000296026	9606.ENSP00000296029	0	0	0	0.857	0.089	0	0.400	0	0.430
